cbg,cost,I_Includes_parking_lot,G_Distance_between_cbg_and_store
360610114012,0.1374988952785341,4.56087860365745,39.26966186258778
360610071001,0.6944165956088284,1.2491253212999518,7.989882603576028
360610089002,0.7864537237710897,1.7556000961168223,6.811443777028529
360610098001,0.5275562284745945,1.1632462348188284,25.392085505383093
360610169003,0.3517788437140287,1.036335001646215,18.51479383867241
360610232004,0.4367690681083411,1.20484297716958,15.434553669227764
360610112031,0.1971312888611085,1.066315788602907,38.92183068855033
360610022021,0.2151294869177783,2.17360031387687,20.959898409183687
360610132003,0.6313068274515413,1.6829462179003372,17.656599417140512
360610028003,0.7981839771955188,26.001091728698626,38.18340811625403
360610036012,0.8437233798772991,1.2761190460197869,26.31603451706137
360610106022,0.0292331212192455,1.88094550794834,34.53695415619171
360610140001,0.5307887263644735,3.262723067157289,7.614060734951921
360610108002,0.0680300390213333,1.430237475785674,38.82862639864096
360610142001,0.5501220666958476,39.70528503547757,9.79587016110442
360610077004,0.7281635677324223,1.4170923242368811,2.4668922098693478
360610118002,0.1223665041392445,1.329841175757626,29.88601055947697
360610098002,0.5223058663383611,1.049573932230481,31.57030445148716
360610074001,0.5228749775368958,1.1053362819781525,21.745895731992643
360610077001,0.4917695214983549,12.22364898656988,39.88191414252162
360610125001,0.5420813342852085,1.4202693753843183,2.882515882147743
360610078002,0.6776973119915815,2.889700417269127,2.435287927092574
360610120003,0.2444732162839548,1.0093783864483057,11.047620688558034
360610112021,0.3548107971696006,1.112348253362356,14.295198958569626
360610148024,0.7515179863962477,1.3756501450077536,1.2465232466708471
360610120001,0.2701359101001301,1.2515492409400508,35.00246999938457
360610159003,0.0691094436669115,1.1714247035256733,13.14031744123375
360610142005,0.5992035167670651,6.365632939312718,7.956581641016848
360610022012,0.3018506356398793,1.804151561837472,19.494574971787618
360610146021,0.6022660985136995,4.884026364138499,3.680191092505197
360610205001,0.5664138534165822,1.013119231535626,3.674192170270125
360610098003,0.5481417522426865,1.002427840711306,17.6492677449764
360610106021,0.0551078025313909,1.048485524886702,39.52771380854932
360610135002,0.6411135642739183,1.1596882407110651,4.177684560850251
360610081004,0.5569756835436407,1.471037730177374,7.003682811058658
360610160014,0.6035978081757893,4.765177655303384,3.3258070719282875
360610115001,0.4023461226742035,4.47796370124389,39.25529747885085
360610309004,0.211501366560285,3.026915952993078,18.451448929564048
360610269003,0.8780539593301969,1.371354358616038,3.762487660167952
360610263001,0.6755629754793044,1.6234629050752218,3.0894338943497885
360610275001,0.7628008669945895,6.616634763799901,39.99945537387937
360610179004,0.3127212273620555,25.638608386391372,23.575833952972214
360610154004,0.6324377698100825,1.289503387795606,3.372362054369489
360610163002,0.0225746781342428,3.570464492439695,13.638443020305502
360610171001,0.0780644031687172,2.1986623160602754,25.412643552735677
360610171003,0.4801158712094854,1.131320709108536,6.800534359273769
360610147001,0.4166544800653585,1.6224283829991677,27.960792010398933
360610106012,0.057397216119978,8.994022647578802,38.31316614032308
360610124001,0.4454527956921948,1.5151022169900583,15.129868032975637
360610090001,0.6244068426346264,2.127480163815927,5.525736344320293
360610115002,0.5424665322983733,1.8325352720996837,4.199458155649452
360610150011,0.4475859070364885,1.026441426738046,6.974641723786746
360610155001,0.0352318115031108,1.917564922967081,20.899027026422218
360610127001,0.7397466620452057,1.1710057657054285,1.2951530683643997
360610139003,0.8278932593954416,1.384214163811322,1.8226804347934744
360610279004,0.624885236879592,1.2428447446523734,2.5733977051991204
360610130004,0.4010788653165186,1.462182173150616,8.681762734824499
360610120002,0.3391474827994378,1.0278467593640706,24.54683179795942
360610001001,0.6725082532721804,26.86489933142581,4.424106087749394
360610128002,0.0657901986608949,1.3454847547443411,38.216833459442654
360610084002,0.4054849301088331,1.5606361267514046,32.88505491139884
360610108003,0.1042727620764134,1.4422343874978178,35.21123039333233
360610164003,0.0642340414490165,1.0486928789166172,10.143837428896052
360610293001,0.6724595807598965,1.4020754378679945,3.4785367194289734
360610144022,0.3470100370554408,4.942409229251382,16.59384740617687
360610311001,0.7168799438741589,1.1158626784126289,31.54086542296341
360610114021,0.0440173026466853,1.0895302241892124,38.56710013460278
360610139002,0.4439011986275388,1.7514869260554016,39.59150732227595
360610134001,0.7396080943431476,2.04441770865391,9.000170947552732
360610133003,0.6454186399873786,1.7174373074017335,2.317114856388978
360610138003,0.6501399125317424,2.5501951760334407,5.146387072754404
360610158021,0.768502325966303,11.131425100516893,1.6582823375688776
360610192001,0.2619122112905703,1.1238390740003013,13.747200452233088
360610168003,0.6109545299938962,1.031640246424121,4.6327500668445545
360610113001,0.4555938071568495,2.163788868487751,35.25554596856101
360610216003,0.5919345961680502,1.6895415841486852,3.3433369739981518
360610130002,0.3357623640959415,1.0632218174011427,7.471049285873065
360610198001,0.2714525921149044,1.0971829595738012,30.939661597204434
360610109001,0.15019661434267,2.7790996490715987,35.769127743856885
360610101001,0.3717211904003228,2.2221091619195272,22.13374358040957
360610122003,0.149767378317872,1.984007716053924,13.540489540537124
360610116001,0.1141745471190137,1.8494371602495987,39.136891849028736
360610119002,0.4712498966909021,1.0096000295615646,8.960287203536987
360610126003,0.0774437819050715,1.1077719026587758,25.497109286842687
360610160012,0.6614715252970995,5.290226325963157,1.878755831712135
360610157004,0.4325265812579617,1.0932071773337944,38.08156885234834
360610265004,0.5832823527559658,1.8198800160017967,4.86164730947192
360610126001,0.2558096976419449,1.6097039868587188,17.440215637422437
360610128003,0.1606183510739031,1.476272778565047,36.74744162249644
360610130003,0.488331872150757,1.0613768810590472,7.684667116903921
360610133001,0.8058654514847071,2.0947105466489973,3.976210519334395
360610219002,0.7820737809117438,4.718921405816523,1.5914778839461403
360610271002,0.747039530467053,1.3668880882161831,4.344667208234014
360610201023,0.429765678510719,1.2662172229384785,9.47052305216286
360610189001,0.0353166288026994,1.401406805374434,23.191913511813585
360610225001,0.7777397176386824,1.0868694013180829,4.791670158613446
360610236001,0.3635598485532977,1.515896581043258,6.575373338447343
360610236002,0.4443040750557971,24.607926626082826,39.81947811035739
360610255002,0.9769264648891884,29.145051725593447,1.942114948744076
360610239002,0.6478330206748858,1.2031866375250502,7.408660187160777
360610271005,0.2636751905923458,28.777967915928286,39.7679844339272
360610241002,0.8798301163756803,1.0583519084704989,6.226305121678252
360610275002,0.8492758956646268,1.44705232790713,5.214513688504823
360610233001,0.7349696181117691,1.19673475805385,3.97619801295545
360610251002,0.8575475769195368,1.8673686339635167,1.4487534012124073
360610214002,0.4394659723629347,1.746714474241415,19.180933865230266
360610263003,0.773859094836953,1.9666648239706817,2.914202414183343
360610253003,0.9124299941899155,2.043573821976548,3.0064693559547795
360610293003,0.0272783705786866,1.291919514548836,19.830323825721845
360610303003,0.5365235852714618,1.0439362806679071,36.54639563239885
360610093004,0.7230773449181852,37.77995776850787,39.33908492565587
