cbg,cost,J_POI_count_where_store_is,G_Distance_between_cbg_and_store
360050484002,0.48806993061471526,1.0385813728663074,5.242919499896456
360050286001,0.2784085782365323,10.728519859374138,39.98141711315406
360050286002,0.45490981867566593,13.093559942607975,20.973955430554387
360050365013,0.21452395126796464,1.439233810506181,8.823251069399298
360050379002,0.6208831288502787,1.4012536908583115,6.874791763493249
360050052001,0.41649327021711624,13.59776065151226,38.846039684386625
360050351002,0.2962489312119565,1.9151028029788206,7.592284559175176
360050287001,0.11979029017735643,1.0833038954479264,23.125116841644704
360050277001,0.12016839398310308,1.379205108192025,11.967460220707563
360050419001,0.44141233624752774,9.1584233137634,24.718244714116313
360050318001,0.3136889175344627,2.10793787813729,17.2055429916845
360050239001,0.24589032470777072,1.039392970974352,29.566809864858293
360050420001,0.020956830977409524,4.645774536030501,39.50083904047483
360050078001,0.12359810914903568,1.442023120931318,7.593882391488172
360050429012,0.0870642599425121,14.239434123898674,39.241312781499985
360050160002,0.1857197441754711,8.585318223761696,28.716915016841753
360050288001,0.18648423114768586,29.77943844182975,38.38826433174472
360050396002,0.5053931071674853,3.323797965143058,4.948547246088298
360050422002,0.3620929703359551,1.8453882656222529,6.4182200538005105
360050373001,0.026860970000042395,1.0793392635787855,34.82946123327356
360050373004,0.0263533357659963,6.216364667029586,38.90974032818659
360050451022,0.6428426572475132,4.855636196652213,9.217054906188713
360050456001,0.3126606665768563,1.4205933553116434,3.418292158853404
360050462025,0.223553669052741,2.7427211215837985,4.19745487146767
360050516004,0.3689093801175286,1.1079968922413856,11.101936642214032
360050516001,0.49618981689935826,3.569962534024519,6.141122062506471
360050019002,0.0859948069049773,2.753710725663538,39.69738777865206
360050024001,0.3256595137352982,1.3006413932740388,27.14258771347447
360050090000,no visitors,no visitors,no visitors
360050093001,0.38658586366853964,3.638356624094147,14.536240901361621
360050125002,0.17800404509255396,1.115803750893022,12.814852221680784
360050129012,0.34136001224706647,1.076274165742717,18.423347552375766
360050153003,0.13688931034010532,2.480052549629079,15.22655744067135
360050181011,0.33516410402708197,1.9404969693289331,10.009765877904005
360050274021,0.21425969634836517,3.801721584372004,27.85376276360884
360050348001,0.30231086777612304,2.576993624593216,4.185425039588077
360050431005,0.4338978860530772,1.1495278413412962,3.335404151951302
360050001000,no visitors,no visitors,no visitors
360050001001,0.7755323116000334,10.519507326435432,38.28596800778873
360050002000,no visitors,no visitors,no visitors
360050002003,0.040697877950386374,3.1420527921685864,16.52146500328816
360050004000,0.10806791430068341,14.654256413943433,39.93657717578965
360050004002,0.05932679959947895,6.810877340697141,23.4939075547951
360050004003,0.12001512441893636,3.0011033483118474,16.221678390441824
360050235022,0.734169040416204,1.2680686205211882,2.811363257337282
360050235023,0.7931614372608292,5.289179486146452,9.621125832862951
360050235024,0.8540181522876074,3.2229272615998212,2.308288528191639
360050236002,0.4026674268653371,4.736125153522007,10.491850025793505
360050237041,0.37630278726394517,1.0173244390276874,16.9499864661653
360050237043,0.6343684178485629,1.5269342866440638,4.1745035651926745
360050237032,0.2191445411615005,1.4982495697927902,38.73751955549814
360050237033,0.2143320150999689,1.0837114489424589,30.488666783167215
360050239005,0.12445514269462876,1.3235300559320677,20.158027137703346
360050239006,0.1432472395869554,1.268920193186915,33.42314127305508
360050240002,0.5100231625220606,2.306819890526296,6.660885197775109
360050240003,0.47976011346218395,2.964351978067725,8.536193294048658
360050241004,0.5107776757883313,1.1152431982716848,11.479128885016053
360050241005,0.4834123576503365,1.912838890893454,5.161395943449449
360050243003,0.6947362126282793,2.3270953156199994,5.628648809248786
360050243004,0.5364462591619124,1.2520827967397157,3.416935222286
360050245012,0.5379345026382025,1.5077609462864927,5.727728025172557
360050245013,0.7085171687586918,1.6063309660925933,4.597445713257092
360050245014,0.49839879010123744,3.381231907323901,9.511591311228475
360050245022,0.7599191917248646,1.0505082073244627,3.3087762556806872
360050245023,0.5415618727165378,1.3736453935471447,4.05239004031517
360050247002,0.69279564781017,3.151139327734454,7.789106527546592
360050251006,0.7873318134943285,1.1632596074783663,7.6403344625057485
360050251007,0.5643661007697716,1.2217625817123547,5.573228524445511
360050253004,0.23418696349446133,3.278200597656136,17.38444758061323
360050263003,0.47419341115100044,1.178972081277692,6.285286989530398
360050263004,0.4800307847945735,1.700109003485494,11.821557641098428
360050263005,0.20642378319319077,1.0400186245869918,37.18950304292872
360050265003,0.4653207551677476,1.1600206577683219,11.700099571322488
360050265004,0.5830101691437396,1.5786107616811904,27.079370424181324
360050266012,0.16792340252735127,1.770528504879918,9.562807179591983
360050266013,0.49314931806439166,1.5300165658665819,4.004920107237311
360050266024,0.45871980710679827,1.7223591131059433,6.37749819292141
360050266025,0.2843428534000927,1.109206934398789,38.330869966995444
360850017002,0.5404734279849429,1.3112130829344115,4.40732794272531
360850017001,0.7317771878756714,1.0320904438048046,5.144829959688428
360850006001,0.350801197781504,1.403757975099552,6.137798046440501
360850007002,0.4795416202034033,1.3129999957214367,3.207472707014565
360850009002,0.1415861752708618,2.657376953390585,16.769620245024328
360850011002,0.4171333044802038,1.0007883475665398,10.982378481245881
360850020011,0.45748537014851476,2.382147551925226,3.7462765149834993
360850003001,0.5774408226962185,1.135049838036437,1.4723143687496147
