cbg,cost,K_POI_diversity_where_store_is,G_Distance_between_cbg_and_store
360810253013,0.6658183875236423,1.3887693191383086,5.170870294530183
360810253021,0.5251748806393601,1.545708423399006,6.698710205739474
360810254002,0.1583958707193558,1.035629793103496,16.884754400547216
360810254003,0.17546637229532713,1.8100624814339312,10.034751745550855
360810254004,0.22832010674349978,5.849042420595436,22.63805997916137
360810254005,0.1429390704624105,1.4087045195632015,25.172716963414118
360810254006,0.13857651922005376,1.0566589490369076,15.531549489202801
360810269011,0.40438940502563103,13.172259597666073,39.70623621252959
360810269021,0.12510902588921236,17.26834366894653,39.897471330031095
360810269022,0.1997611684699857,12.617761546547676,39.99747450087133
360810294001,0.5789174867729177,2.4579901688396077,16.10067259619383
360810294002,0.2139274541552395,1.3671210551103457,4.746438024764593
360810294005,0.3882297140082528,1.368896593246291,5.420160115266409
360810294006,0.361821856301096,1.427579125960225,9.107460507560669
360810306001,0.0032406778655041935,1.8783814162326185,15.400268350482563
360810306002,0.017009485075178854,3.8482901641350296,12.701155793577982
360810306003,0.0722645992385007,1.2242905441069354,14.584413028442498
360810998021,0.3086907993023962,20.13713722143859,20.737955099487614
360810998022,0.3637966134757519,4.228992616396027,3.866218821425921
360810998023,0.3754026236046242,7.439082158075664,5.4763794147871785
360810997050,no visitors,no visitors,no visitors
360810999001,no visitors,no visitors,no visitors
360811008010,no visitors,no visitors,no visitors
360811008012,0.047782044935245516,34.01060456025552,26.852469962610787
360811008020,no visitors,no visitors,no visitors
360811008024,0.19339664485097863,3.696752184414919,5.178674847474133
360811010010,no visitors,no visitors,no visitors
360811010020,no visitors,no visitors,no visitors
360811017004,0.23090274410413603,30.908892514771768,39.843750370536675
360811017007,0.17313212764086872,17.20673756244405,38.31759779258279
360811032023,0.12594054072987948,1.8958415946003955,4.572598121570067
360811032024,0.08025398155064212,10.636354024238301,8.46133589925062
360811072020,0.856403393809005,1.4176371377989625,9.49736034179029
360811093000,no visitors,no visitors,no visitors
360811093001,0.44909797987720435,3.8435493696200176,2.565202720581124
360811093002,0.48396027188236823,9.112144509546534,3.6590413886270383
360811113000,no visitors,no visitors,no visitors
360811129003,0.5610607815174805,7.453164580059848,2.9187700433544563
360811161002,0.1492165602756481,1.445204325095066,7.088989563583361
360811163004,0.1934687529009701,1.0880125722375915,5.283539163141628
360811163005,0.18066618257966394,1.1309336200498024,9.30814173160186
360811227015,0.49327134803258454,6.498744465723874,3.437088773225954
360050374002,0.45886014034393774,2.912878652006313,2.525745274897446
360050396003,0.3914911463718973,2.478561679377763,3.8404202147945354
360050307012,0.4366451852236848,1.013514777539342,12.742982259896664
360050386004,0.4244441521114174,8.777349775645504,4.316459444040652
360050407021,0.00770342656427625,7.085890508434347,39.36108630980641
360050273004,0.16929809597220102,1.624282383406502,35.8197379458464
360050442001,0.11914697826788123,22.573207318159266,30.788858269720958
360050403021,0.4565255392295997,1.460401383335499,6.734967285113452
360050062003,0.20969269705427018,18.86335782203804,39.822520192375435
360050430001,0.42385834848109605,5.003370464378321,4.778366033544871
360050426001,0.39332552350977257,6.851410977354032,4.700501418743343
360050389002,0.38217353070014304,16.567588981397904,39.89354446529384
360050462012,0.10747199103667071,14.185881946668626,4.522237033234228
360050406001,0.4066181556047064,1.0560186457554437,36.58552730957481
360050424001,0.5026465998329613,1.9518480150632627,4.836348590327804
360050516005,no visitors,no visitors,no visitors
360050054002,0.23599496102803208,9.33690482765104,8.975292277053276
360050385003,0.02727611198261548,4.666936158182903,32.95740437446328
360050391005,0.3220956245162281,39.036809810599735,22.694311437748127
360050423002,0.3627661054732205,3.495769167905526,3.6941049484176713
360050338002,0.4000524460762448,2.40709430872298,6.003274717388393
360050386005,0.33799539960660585,12.776548174287113,3.6591593381619765
360050411003,0.46038779429632004,2.171273312991943,8.834408276005462
360050255003,0.3625958598672133,1.0246284295084536,11.380537269223867
360050253002,0.013007648267680194,2.0497522945117517,24.722341622321423
360050239002,0.12137008122843795,1.1436017826484375,22.620119277422162
360050424002,0.4212900654616043,8.683127468547895,4.719991100072477
360050083002,0.4615467652468501,1.261166332601387,8.632490948065426
360050403022,0.5775160123142289,1.9307914082755422,4.225740201045399
360050420002,0.11636351103396358,1.0193949330511032,26.933491650692986
360050004004,0.40307252995502096,2.202048884259686,16.88059885731559
360050016002,0.053503082115520684,2.9307730650284896,31.619276831971618
360050016003,0.12219406271528999,1.1250610744412555,12.909790088156086
360050016004,0.1545811231157671,1.2357848434994805,34.61851111659592
360050019000,no visitors,no visitors,no visitors
360050019003,0.11768098973175611,6.306288542862663,19.606076728875152
360050019004,0.5896673020695422,2.7121199074744062,7.992269760746808
360050019005,no visitors,no visitors,no visitors
360050020005,0.2309685783294958,1.0557763233316653,9.348208909632937
360050020006,0.3432748196440496,2.39767976905099,6.818756197035151
360050023003,0.16639391597654862,4.861598857656402,11.852162861752246
360050024000,no visitors,no visitors,no visitors
360050025005,0.36267132529049495,39.67955539891753,12.115349894451667
360050028000,no visitors,no visitors,no visitors
360050028002,0.16437668359709656,2.5972647161911286,39.9909450153564
360050028003,0.17739105480707806,7.315817258241555,39.95167593283159
360050028004,0.23693586511617082,1.366349654592141,36.20586813296815
360050035003,0.030941679036888603,1.2712236856040384,39.338698334760245
360050037001,0.03297994820838024,1.00332971867752,35.88305129142506
360050039005,0.08491304663588206,1.0535256643948046,38.657231171618605
360050041004,0.11314772336185708,1.0477961922622772,15.862801563234427
360050042001,0.3717498436484806,4.676023593670859,6.3611341251657505
360050042002,0.41294064154436594,1.8780046095137592,5.32965433342472
360050042003,0.24883408590158063,2.0813451533881957,6.4648213109946955
360050042004,0.2157769769416169,1.297849558346286,7.83860696156935
360050042006,0.1142569999643358,7.522584335357551,16.37852559871751
360050042007,0.2542352018585141,6.3720597773687,8.889757698747161
360050267012,0.1644672001781048,1.3638235022178842,35.24995504821904
360050267013,0.363702201774067,1.8591448129648214,22.91044344625411
360050267022,0.28342601147228796,1.404925644934411,38.777354370202005
360050267024,0.31420257224932135,1.5563873764173728,20.974309781105973
360050267025,0.320081895132623,2.1797053072717887,34.73009109422257
360050267026,0.26762049594682014,1.358586974758083,32.57386892742899
360050269003,0.04124639179917433,1.0132846421805652,27.46738891826856
360050273003,0.11477485845695179,1.020659218288733,33.336248473663574
360050274011,0.3913031776285706,1.2474445488459742,4.500721515416771
360050274012,0.16183350450823408,39.76401862251011,24.184936539549586
360050274014,0.17049635609622926,3.8502576448513555,5.061904943983329
360050274020,0.737630156385944,1.4581006410459025,3.3104729494498475
360050274022,0.30616178060164845,13.258383682972315,26.392293748633513
360050274023,0.3928042523884211,1.1738197774071075,16.627333244500957
360050276000,no visitors,no visitors,no visitors
360050276001,0.6199615068602089,1.0341387789100125,2.761475548968818
360050277002,0.14846285250483116,1.063916823410271,7.2343364715280565
360050277004,0.2686820082545356,1.3622605824227847,8.12137998248916
360050279005,0.3253424919241992,1.5152414043088394,4.85787036755114
360050279006,0.13956238190901982,1.1535270164969704,14.40724286596099
360050284001,0.9037430521206342,1.508604095494512,3.816772265254201
360050285002,0.1448172625756763,1.2798378098542287,14.972427315678553
360050285003,0.32025924905753067,2.2670577701759873,4.133876233572893
360050285004,0.26222313401305497,1.285274848633044,11.946677262859428
360050287002,0.1620395548133774,1.3551032517265753,11.354479998823056
360050287003,0.2559430411695379,1.6575855397458525,6.0544793040225215
360050288003,0.542984997523644,8.515605791188214,3.7356354594975087
360050033003,0.07646712626610186,1.207690792828856,26.70105344509537
360050373003,0.2386200023710363,1.1509848205745996,28.283831238007902
360050225003,0.37096754071064586,39.78199833532343,37.891999222698985
360050449011,0.7773114503412306,1.83185196746674,4.364999795268297
360050233011,0.4257201491122189,2.234534245970522,2.189372735764735
360050394001,0.670554655366308,3.6896949266834866,1.7733944873915513
360050204001,0.18144560043490288,8.324713897959883,8.4655129247591
360050199003,0.12727627862011104,1.2710567123697718,30.81722977590448
360050368002,0.4255043498286961,16.156674380855986,6.367677411642877
360050251003,0.571537054289551,1.254732465136021,6.4172660865343145
360050388001,0.33207005585342275,5.749227320934069,4.2921145117247566
360050215012,0.6317272189543732,2.749846855846741,3.089025980404429
360050075002,0.020413402308810946,1.032102406733145,33.783102896595366
360050216022,0.0030197254651218586,6.517240636620819,20.522200016218576
360050184002,0.1649855638316099,8.129718297536364,5.684355992133716
360050211001,0.20079700571886094,28.400912062890008,30.64738265127756
360050202002,0.2528106803757765,3.7259247531529596,4.490936622496832
360050173003,0.23609382186693373,3.0548291283813236,6.851183518529445
360050197001,0.21801208446697617,3.746050746175845,7.8116425683044115
360050330001,0.019386623961576976,38.182849478498255,27.607975064633553
360050316002,0.301189878300653,16.0406899361637,6.9098265814105275
360050371004,0.008654507165738012,1.068165808957414,37.156288353963774
360050393003,0.538986532667863,2.39173684535681,4.5302754021629035
360050161002,0.014713170500888939,12.377677236606184,19.10669297898684
360050381003,0.6320555055188632,2.6566345986970235,2.388722839427494
360050448002,0.5772991997162018,4.011106325685096,4.665717305805671
360050251001,0.2108760528949899,1.4404141784860656,19.179473256931807
360050425003,0.1291270394342663,1.014129139829734,22.651988094512177
360050380002,0.34586051681950514,1.1068460913661085,6.428783656815318
360050420003,0.3860465556451528,1.6675792705740955,19.70532386957506
360050401002,0.49622708558280215,1.2225051799041329,5.731127355261048
360050019001,0.20567503540365617,1.2318227143976515,14.19234495371458
360050020001,0.2744006932182853,1.55245712655877,24.194517427217022
360050020002,0.1368949478523287,1.1973932598331858,14.036180275405119
360050023001,0.09627728665568236,2.1684825994806176,16.472890350331987
360050027024,0.0647903758509516,1.181988602293103,30.921592102260746
360050035001,0.023971527136453452,1.0327482693434111,28.206974506725334
360050039002,0.19783331748943989,1.994953113592155,11.468272768541706
360050039003,0.13181229608917888,1.286368474476248,11.313318483530324
360050042005,0.27897874786295673,5.81490642672998,7.573028631295127
360050044003,0.1711612909796515,3.527945275489454,6.21709467923081
360050050021,0.305215112544167,24.045654211973943,39.64826546963284
360050051001,0.16261968793978132,1.609341583061834,11.668905098773132
360050051002,0.10202251179126809,9.743285843895293,39.454468397798365
360050051003,0.004946057439439322,8.75974285921742,37.274514081020385
360050052002,0.4122947485854508,3.923293406330295,5.2583717920452475
360050065002,0.09730021432234692,1.9211436219998035,33.14841837167289
360050069002,0.27879781756709077,2.8272368270007036,6.90455083978525
360050072002,0.3183366901900516,1.0009387913437695,37.16884691459353
360050073002,0.05406729167151081,1.1000723553816643,36.677500399342236
360050076004,0.24755026270015534,2.2690054510395754,4.732455369850051
360050076005,0.3096973993569756,1.86902246600647,9.941617922681662
360050079003,0.17676395197205708,2.2676884525103844,38.38777269667276
360050079004,0.2769457042470128,1.0736064592959282,24.84392737845544
360050087003,0.12283109394286518,36.495856542208344,19.584629455691985
360050089002,0.06798861187463756,30.710397274139137,17.781926754449916
360050090004,0.3413150759408632,1.3686734742803133,4.358643527595257
360050093002,0.1647421931230011,14.627671006336204,11.043486053185266
360050093004,0.17937624849649902,12.133156568003939,11.702586310260944
360050093005,0.16464398418917703,11.821906822339212,11.772498814413268
360050093006,0.8680612045340481,1.1151388970948233,10.785931420885081
360050288004,0.2743971971714567,20.141987203035477,5.783597103390605
360050289004,0.3079948528795202,1.0697504643844553,9.956271593280407
360050293010,no visitors,no visitors,no visitors
360050293012,0.4692884625147934,1.1770605169279662,9.924704797955924
360050293021,0.44516247056250624,1.064329119163753,11.748758480120717
360050293023,0.19105146119355132,1.069563608051908,6.752021126316265
360050295004,0.31902695196205166,1.0532101171958441,6.7709588029076855
360050300004,0.4552044800664271,4.022012729856854,3.8826640209189005
360050300005,0.3068507844935182,39.85096652106185,18.54194269743005
360050300006,0.44455802524022436,38.09658159179511,16.128972607520808
360050301002,0.5043449464962004,1.8027642562239237,12.557126609623111
360050302002,0.0677361883063603,38.16984990884784,13.012349107208156
360050302003,0.16603388905545913,35.67072548014036,11.175382659665614
360050302004,0.056378443701417424,3.304502289730327,13.0685570583669
360050302005,0.029793057693494718,19.013947469869095,7.722873525076715
360050302006,0.0691122652546664,38.00745102808447,18.193441785711983
360050307014,0.5185776795763579,1.2132153397002554,12.333812275266078
360050309000,no visitors,no visitors,no visitors
360050309001,0.7039299481957849,1.643317464238109,6.0239379097634025
360050309002,0.5527019183689119,1.4414407479420306,6.293454128429248
360050309003,0.4105957240914677,1.0989527163042965,7.697718327604879
360050309004,0.577400900444068,1.1118131454252165,5.882915337992458
360050240001,0.39123260579633035,2.673615617489574,4.417791714052047
360050385004,0.12108847972593872,1.2169283932379642,39.20686919987176
360050369012,0.33033139909410414,1.4341370067638728,28.33149993387778
360050389001,0.2958909678898637,2.548973736080374,39.80180243755012
360050285001,0.25194812669772026,1.2235640107055659,9.222679202471499
360050421001,0.44447375924500887,1.152628373133723,8.487156144783874
360050390002,0.23560074568405276,1.3475652697489533,4.885211355484841
360050393002,0.07864911263875918,1.0327983283413573,38.076234739200224
360050378001,0.16174063663107108,1.2730536004671649,39.22262334728582
360050340003,0.04201143125736562,1.5362488626320925,33.80189194509538
360050351001,0.3521222982694586,2.328936533661688,4.8512621660714395
360050397001,0.12063616380401199,1.4889727733619758,16.62919267036332
360050227021,0.1817506167759122,4.221245706461216,7.73922059459198
360050399012,0.41577529200392216,1.815599669060695,3.1870962535330136
360050411002,0.5701654724802123,1.096496091749769,11.962076353636961
360050451012,0.621176176537153,1.50687668320559,5.457121274142281
360050415001,0.05092812585169948,3.384229846357833,39.29302759467236
360050407022,0.008944799187861396,2.7889227723093626,39.9547019901188
360050413001,0.49757556771767997,1.5750873434874393,6.00027531153453
360050419003,0.34321095416620473,1.4185796559909107,8.048751706627783
360050413003,0.6794795691507687,3.3896620256797547,1.6954003962259634
360050363002,0.1412620071189864,1.7212697030618926,12.04692911145984
360050075001,0.10166484544859489,1.0433367934970073,38.81933927483719
360050392001,0.41253909177122083,1.9858054392234554,5.080362294472572
360050406002,0.3624327131480898,1.4688674577111733,5.059005069033333
360050442002,0.4972596275907394,1.2071477703710887,5.179375696060599
360050264004,0.3222665247729499,2.838291237791566,2.7231115914549093
360050407011,0.5367237617872352,1.305766199636139,3.0170105807921743
360050361001,0.05087140682325497,1.3648831469109979,13.393799919799118
360050117001,0.20113307781967504,1.3848916723979983,33.76813206974113
360050119004,0.059078717882576015,15.420102972658382,39.955389681503405
360050129011,0.09268334318152194,1.2515757015543585,36.470844763239896
360050131001,0.024023424719013642,1.5653866498106288,38.80873488614043
360050132005,0.3235210974012487,3.667368409322875,7.876016111491582
360050135001,0.03665780926692608,1.4560173415956825,38.439349065931495
360050135002,0.022916830267409982,1.2050424009333862,36.082424202684244
360050144006,0.702024908414522,1.0022450551365552,1.846884977167039
360050149002,0.019815201053706488,3.522298442449099,24.69957658500818
360050149003,0.06923066087165308,1.027721738323926,23.68827383084209
360050151003,0.007822819369150191,3.8773045880516275,30.738323033429104
360050152001,0.24873031037853355,8.255662962153817,5.533437738569191
360050153002,0.10537010899150889,1.1160399635852905,13.843056833192247
360050159001,0.08063069267818435,1.0593607848782567,39.45343478714524
360050159002,0.09894612798611868,1.0300566494057506,24.358531373483522
360050173004,0.27716107819851543,1.6744192346269244,6.634994735171761
360050175001,0.11822019351934099,2.0055572196369837,36.12244196022824
360050175003,0.38994010002031276,12.113763971297617,7.534332906878429
360050175004,0.26741693153722146,1.5376009783757945,18.847876831964022
360050177021,0.10299242486629201,1.4545134907007058,26.009167893572265
360050177023,0.19589458731883713,2.2345085358336303,36.52473736351139
360050179011,0.31695591615078733,7.8191647127550326,6.970455754826645
360050179021,0.39799529947060286,38.74320749062244,39.15505250107834
360050181021,0.34009851141288583,39.72080139146325,11.007697076365119
360050181022,0.319902836387684,7.784892526077784,5.609100500194298
360050183011,0.14789630925387487,21.57231108089675,39.9032368575742
360050183021,0.34732336375203265,4.146020536990925,10.824537892981517
360050183022,0.2552221002605569,2.4141334939093326,16.489078109288055
360050185001,0.3261314930535344,1.125504761784593,27.737783235893485
360050185002,0.09540411154272832,1.9339834841854397,22.645682590848764
360050185003,0.18728252601622009,1.9394046768058217,22.237246872489855
360050189004,0.054827560550501975,1.0551681382358438,29.172337644095574
360050310002,0.08535341907419702,3.877405068582326,17.887429688634956
360050310003,0.19156551967300728,7.335528280638675,17.605830161223476
360050319000,no visitors,no visitors,no visitors
360050319001,0.5680061506691811,1.666156163504319,5.99899686901437
360050323003,0.54630842125932,12.571825478847737,30.25881720593494
360050323004,0.42069052215294966,1.0120865301608202,9.45691399643865
360050328003,0.35030431418237873,8.970809101950422,10.950416364951693
360050328004,0.10032809399821951,22.76929795599555,22.42621046406801
360050330003,0.3286597260300883,2.115348596919617,13.670827089965996
360050330004,0.0659788259304207,17.557006931110585,16.374987047498074
360050332012,0.12048071619260647,1.081692994944498,24.526463800466882
360050332013,0.15522737823202382,1.0289140729154624,19.07348638289266
360050332021,0.02033853249207529,39.72248216548405,29.60848029702538
360050332022,0.0075718524937428144,1.7887899011022625,39.104317095724355
360050332023,0.01873444846241812,1.160691882553941,21.213762811581113
360050332024,0.03763281601910484,1.1679019172525873,24.524827792617106
360050334001,0.28470951781204623,1.5735894107306545,36.37402003638323
360050335001,0.6607882720084347,1.1872824366235903,3.0621208421504917
360810140001,0.32422468317533637,1.0284732286090161,33.22008497591264
360810141001,0.7266200749955462,1.1710408417868763,6.3804960464535965
360810142012,0.26762482657920406,1.1806104130545343,33.5762465691088
360810142011,0.3203280042329373,1.1624640205351167,39.891940503055686
360810142021,0.45963482938859157,39.65786116730612,24.79271362928583
360810142022,0.4766965038758153,1.041484995479351,4.341912230723771
360810143001,0.7157092175892167,1.4608506250637174,4.393697278451818
360810143002,0.7413420195664995,1.453617121472604,1.9967979840927725
360810144001,0.13351823828911724,1.486212483603481,33.62297545234202
360810145001,0.7723205861364276,1.670101616719137,33.206507396591434
360810145002,0.8172144591145003,2.4881524044077388,3.112672769921306
360810147003,0.6367801505671574,1.0724258085993768,34.57954354730431
360810147002,0.8018098235211182,1.8138746429102204,3.8743123357199796
360810147001,0.6850742720940017,1.1986781854957607,38.664705930248516
360810148001,0.10443830018798916,1.2507059258212578,37.56268041316273
360810149001,0.594381080003548,1.6958289175593393,3.09654378161828
360810149002,0.6444474411970603,1.0927988689945805,39.46700146340774
360810150001,0.06450608325450768,34.515219051470766,39.56913110435181
360810150002,0.21654652999115764,1.2582872273778491,36.828222082253646
360810151001,0.5669580382796555,1.04574928763174,25.51260009153406
360810151002,0.7455721953387936,1.0826913079735334,7.862841968481675
360810152002,0.042726980246057256,2.324676955841973,39.98879341256976
360810152001,0.05384955830107163,2.423832881655329,38.52121991460065
360810153001,0.4087027901594048,1.0935143198280315,6.265187837035391
360810153002,0.7018390485569854,1.6542663754195672,5.892812499105986
360810154002,0.21256778385317965,2.238036772687596,38.7644013097716
360810154001,0.020932358565550313,4.869639653800534,38.14749546786918
360810155002,0.6228549656199169,1.905571047118773,39.318696650602725
360810155001,0.5313462238762449,1.2153092161300878,19.862898844062702
360810664002,0.19415818600447976,1.3157532819298297,3.460148057907338
360810457001,0.3369928083892624,2.172673731976968,37.8039758896376
360810457002,0.11216563869582707,19.563891615384158,39.69489073075832
360810458001,0.19974148844520545,1.0206725517279693,17.64058290704071
360810459001,0.1703811549771258,4.465800775249178,39.89491246614397
360810459002,0.10595149765249667,1.1274088012299188,39.40513262387056
360810460001,0.09307007750807172,4.946567864018142,33.52340497072857
360810460002,0.042162877969615375,1.0852921443315822,25.918239329448255
360810461001,0.14512456126092488,15.049115198574622,39.16837817244081
360810462002,0.048344369165193024,1.9329553395527341,24.024880937829735
360810462001,0.16949666695651322,1.2759990352235484,9.759709325587
360810463002,0.17947798864464104,1.0417644266826436,38.02818358073597
360810463001,0.20168277063557594,21.209956772734007,39.6779734566191
360810464001,0.3770939948297469,1.028277748209888,20.183712287353984
360810465001,0.3742385518453073,1.4012371905597831,5.6648211635987185
360810465002,0.38242467068585584,3.660449120038641,39.34471283426183
360810466001,0.47424432043534703,1.7900254466729106,17.684017938519418
360810467002,0.23716524760704527,8.168407714172154,39.871976867472966
360810467001,0.4488401781462946,1.9717243678059901,3.7427073159512076
360810468002,0.0420480165751439,5.002057125223179,9.457919306497562
360810468001,0.23120077160562447,2.8072892308278625,4.347746988951869
360810469003,0.08616056420411566,19.59013494449115,39.954311840742065
360810469004,0.1871187669799207,38.62134082212688,39.94215129876849
360810469002,0.22017846323304313,2.654630925818645,39.89932032580431
360810809006,0.546583703224065,7.914705566008097,3.6185294378949644
360810809003,0.6814333767564049,2.3190552694270927,3.301096214878662
360810809007,0.37505042577793213,6.237727960678871,6.82514877895532
360810814003,0.6376288729009059,4.871314960865639,3.549219967784154
360810814001,0.5585291807537546,1.435800519382144,1.94073467870302
360810814002,0.5442367100382677,3.7337795406025696,4.199412442049239
360810818003,0.5691442807667478,3.2133346493211197,4.517047953706817
360810818002,0.533483680583835,4.454765891985119,5.749669173545524
360810818001,0.5907048606860474,2.977516202942649,4.2120476036038745
360810837001,0.17033209598204668,8.192304210275399,11.507303955622088
360810837002,0.1877609544183979,7.282758659587427,10.758642550106078
360810838003,0.4958350626025554,14.788171638373647,8.417897926358275
360810838002,0.45618171436293564,11.508024645581727,7.920639418581338
360810838004,0.3816020089260972,29.596707951151355,17.958226590195142
360810838001,0.5801150823787382,7.259916355484833,7.856095713043729
360810840002,0.4710982935246729,3.213400799685555,39.87122350727772
360810840005,0.4647145109252354,5.779903673444181,6.165149563313131
360810840003,0.33337248690156374,2.0657235421155398,13.559840971840162
360810840004,0.5186255879679156,4.93214412858459,6.085952133068701
360810840001,0.5202979806882777,24.790181252276778,39.12655744380619
360810845001,0.13888011034916337,1.2696435749889678,7.523724835399651
360810846012,0.372882445932322,35.261450399932684,22.478225440329528
360810846011,0.4137657907752039,15.904641427210276,10.97267680222004
360810846021,0.4825111458457062,17.33953258281724,11.300185593654245
360810853001,0.15891114742570434,3.602988306770424,5.794938519817293
360810855001,0.10437999558830835,2.142080058683047,6.824087485425727
360810306004,0.42494230665028243,1.4511227837876248,9.18767305660301
360810309031,0.610332305833466,1.1494696697442777,9.73724405353663
360810309032,0.5331596070205444,1.0019811166803434,31.59549428706933
360810309033,0.5886288304336582,1.796263249949483,31.12512662977356
360810334026,0.38995033030149073,1.5032445267814034,3.8742155078276
360810357001,0.476060622074598,1.1668535599421332,4.64631015338054
360810357002,0.4878434429560382,2.8358005076042616,3.612595716637733
360810357003,0.4404461172030659,2.32616122762467,6.144147439637766
360810381003,0.33752673167211356,1.4304632439953053,5.7721273742359385
360810424001,0.10018395157392024,1.2189592549645383,36.359483220436346
360810444002,0.13134423777429627,1.0233586569467004,17.567478146680763
360810479002,0.1897319724387868,34.87129645994846,25.333857303670108
360810499003,0.17080412011311563,9.416504104463346,18.012282047145252
360810511002,0.27090567678194744,3.873645238803576,7.3017174552353765
360810531001,0.49401249033446426,2.5577245372143125,7.035794590268436
360810531002,0.8292910618940987,4.5121952268952015,1.1146357258298352
360810531003,0.6013334452629429,3.888129135130547,5.328728537040126
360810534012,0.11133319222930249,20.460903824133975,38.21978950190772
360810539003,0.613807701946294,37.09404192651782,25.342222825305768
360810540003,0.14634710061078104,5.701300952571527,6.210509768302223
360810557002,0.6384374616568327,1.2427372643559056,36.00651026301507
360810580004,0.08670490060452218,2.4543709983485247,7.0283991825797525
360810582002,0.0843554699409017,4.053126471539243,9.802658039043685
360811227016,0.5623883477154356,9.371704188703356,4.682226507615212
360811227017,0.3845693055791093,3.4525424220492873,3.0630823917168453
360811227021,0.4409278967119957,3.642346007431131,3.54507856407357
360811227023,0.2977860910740667,6.021152180323043,4.848373023939387
360811227025,0.496245300994266,2.518875558655143,2.865350259992127
360811291031,0.6113749070229276,8.752290841710229,3.018645668590194
360811291032,0.6398200953579549,10.387726970735972,3.1456234224091673
360811291033,0.6168796158259353,9.43125200384859,2.710758536676801
360811291043,0.6379117486306936,5.083669495643271,2.235575390141047
360811347003,0.43013540570317965,8.727669998448079,4.564541459566169
360811347004,0.43544150111796953,7.180535387385,3.436254823653371
360811347005,0.4119411065572506,7.203216647578955,3.9401380416189435
360811367004,0.5794344741127875,7.105174499638423,3.244295599351331
360811377003,0.5143402426510504,6.942300926372531,2.6013997857007722
360811385013,0.5643580409750517,9.934273705049534,3.3585000030388352
360811385014,0.5077172358495058,9.123637903666838,3.37251286338535
360811385021,0.8833814772059357,1.7107583944367537,1.0612943749811468
360811483000,no visitors,no visitors,no visitors
360811529013,0.49894492513693645,6.814816755744129,3.949510413766993
360811529023,0.6493228308207815,4.550659464880041,2.7468158275291183
360810001001,0.7526058148294223,1.4693922899762697,3.5818802781894763
360810002002,0.2541267470239783,1.907856483839212,26.96614661928656
360810007004,0.8089809492322578,1.3065415888554242,2.997740534336367
360810007003,0.867532485655045,1.9601272305707695,3.374640159223911
360810007001,0.6963400801361017,1.5933123201862003,19.2630130208626
360810008001,0.529932351966093,2.6537307444579277,2.6117740304210812
360810004001,0.4726772498961648,4.079358974853603,35.03257573329364
360810004003,0.38118406605324484,1.4236452416115897,14.63141752367486
