,2017,2018,2019,2020
11360,63.193611111111096,83.94428571428573,48.26642857142856,87.79449999999999
11365,71.16340206185566,81.29696832579188,77.37992481203007,81.06826771653544
11366,67.58500000000002,61.634772727272725,88.37894736842105,112.5971666666667
11367,75.50750830564775,77.86970711297074,78.34230769230774,101.95237012987015
11412,86.95997876857751,100.18698630136987,96.51074999999997,106.7707808564231
11423,92.54184615384615,82.09338095238104,101.53928888888889,100.70605263157888
11432,69.95139941690958,75.01624472573842,76.1926779661017,88.56761403508776
11433,78.48708333333333,78.82360902255644,94.02092348284958,93.5066866267465
11434,90.97060606060606,110.51995689655175,110.26442836468898,127.82251134644474
11435,94.32931318681328,86.09597222222216,98.15267857142858,105.15453634085218
11436,76.86647058823526,83.34747311827958,81.36037383177575,79.18138996138993
11101,94.5339716312056,94.67661016949154,91.0388450704225,99.32690140845074
11102,95.67924623115576,81.81956521739131,93.84481865284984,110.21919831223632
11103,62.77593750000002,89.69108108108108,71.06413333333333,74.77434343434342
11104,69.46681034482758,73.88045454545457,82.86888888888888,126.49769230769235
11105,91.34283950617288,78.68989473684213,74.86632352941179,68.86762237762238
11106,85.21140096618352,89.93249027237366,96.19163090128751,91.62491039426521
11374,80.48500000000001,71.19789915966386,67.83269503546097,97.14640845070424
11375,63.93177142857146,80.47496402877701,77.05194285714286,121.61837349397595
11379,77.07798611111106,74.5654022988506,73.71454545454547,118.97194805194808
11385,71.53564705882353,80.11345898004434,82.74842222222219,100.68076233183855
11691,87.77755102040811,89.52779264214047,106.2544788273615,128.16969747899154
11692,84.70328301886795,88.64541528239205,92.39464589235138,109.47034852546919
11693,72.91951456310677,74.60911999999999,95.53313253012048,91.3079754601227
11694,64.30767676767675,71.23831168831171,99.37584905660383,87.18447058823527
11695,0.0,0.0,0.0,0.0
11697,61.295,166.8925,46.685,54.65599999999999
11004,41.1509375,55.26900000000002,90.29463414634148,70.32945945945946
11005,0.0,0.0,0.0,81.005
11411,76.72291845493558,78.52035897435896,73.54710843373495,85.7322026431718
11413,93.69007843137265,97.71216919739695,92.29272511848338,104.68508997429304
11422,74.60966867469884,85.00788461538468,81.59172910662829,112.25942492012796
11426,57.49127659574472,39.702999999999996,44.58436170212768,80.63166666666666
11427,91.25516129032262,96.32216666666662,157.3502290076335,88.37348837209302
11428,58.800291262135914,53.102399999999996,55.813018867924534,98.81732558139538
11429,75.52345679012352,76.76735537190083,65.19074074074071,88.49495798319327
11414,73.68632352941175,79.85203592814368,65.61565517241378,96.58620689655174
11415,61.915000000000006,69.64581818181819,64.04900000000004,94.39252873563218
11416,81.51863013698627,94.5941129032258,90.09609929078006,75.7509589041096
11417,56.431363636363635,75.9058139534884,80.97744827586212,75.97367231638418
11418,66.47579234972679,76.88566666666672,83.18074626865668,115.17239024390253
11419,76.97208510638296,78.3200568181818,82.22825842696628,98.37811475409835
11420,76.2502758620689,82.28988405797102,88.27649425287358,110.54034267912772
11421,100.28350649350654,95.02000000000005,83.83243119266052,66.78429787234039
11368,107.7475994318182,115.90805513016853,117.50261205564149,122.98761467889916
11369,86.96201807228923,85.44496621621612,81.14706959706962,89.48728658536582
11370,79.69237288135591,76.34742574257423,75.9818439716312,73.47676829268292
11372,85.96888349514566,95.94821292775674,108.061661341853,119.78882575757575
11373,74.24340490797549,86.03113793103445,89.94899204244035,94.10283524904214
11377,76.50067092651759,96.38708333333331,94.65093749999993,98.73508823529414
11378,63.41741176470583,67.22156028368794,66.49116564417176,89.9667333333333
10302,76.2509375,78.77412244897944,80.34178431372551,104.90938900203672
10303,96.27825183374091,99.94882860665872,111.4294296116505,118.40619867549674
10310,87.23970588235294,94.47438967136158,92.48866000000004,99.98909090909095
10306,76.84934383202106,86.79379052369079,102.03800847457634,112.58674208144792
10307,72.66161290322579,54.201343283582084,56.99674698795182,111.38506493506493
10308,75.42340540540542,68.84179347826088,57.387696335078566,73.18012121212118
10309,76.74357894736839,84.01638888888891,85.29025641025636,85.95991228070174
10312,75.15205696202531,100.33816254416955,68.228664495114,91.27719298245611
10301,100.15662251655623,122.21293051359498,91.85360841423947,119.97856392294217
10304,92.6889860139859,101.1369514237856,99.45293939393926,120.66689034369891
10305,78.06628930817612,88.00963235294113,68.5365927419355,101.54572327044015
10314,88.96167968750012,97.31970464135023,99.33127906976732,110.39133977900555
