cbg,cost,R_Percentage_of_Visits_by_brand,G_Distance_between_cbg_and_store
360050197002,0.3159106499349886,2.0475551980588804,8.223299766572637
360050145002,0.0010226661159162,1.0879481918600575,37.15511299113341
360050149001,0.0722990647978338,1.5177003021307696,23.88762650952134
360050067002,0.4181792251384246,1.3471221027843114,3.0969316055653096
360050054003,0.5133871224064345,1.0966707946560774,4.8996750207770186
360050048002,0.4419584713360693,1.5150352020666424,38.08803938567093
360050067004,0.2794375977363293,2.099799791089687,33.1735411798315
360050235011,0.5420561693340245,1.198769678064707,4.5453320232282906
360050151002,0.0591068570405619,1.2012027949558188,18.51681017776731
360050069004,0.4568214139728301,1.1142131819636505,25.81823548105592
360050266022,0.4299246516476886,1.2003830351076907,8.68717973780636
360050266023,0.5908578140820687,2.5874933255905006,2.4295569226981684
360050267011,0.0624536130114657,1.312806127838826,8.119251246614922
360050267021,0.0402879064166323,1.8218666847451943,5.649856702496491
360050267023,0.0506681536287566,1.839104849345148,9.702372852377112
360050274013,0.2835887321474423,1.5650658000924764,7.522050478996675
360050279004,0.0615863816335195,2.967560879940322,3.260057666603105
360050281002,0.0772345456377361,4.0868497276723765,4.147497550320603
360050281003,0.0867002084854494,3.359740320197558,3.824574334108733
360050288002,0.6981603129837937,2.9832967387995244,3.77648573120716
360050293011,0.0867996929962591,1.796667535866286,11.617536555842984
360050293022,0.0411382084782259,1.8019759144583527,19.812639693261488
360050293024,0.0184101415845846,1.6233905617878597,6.856848847056584
360050300002,0.3023298192630916,1.686841795262671,6.679006534532864
360050326001,0.5698662648601769,1.3398916688047393,10.327415535356312
360050326002,0.2500634267071029,4.958662371095798,7.713104305198243
360050326003,0.5369638796944252,1.380426635569222,1.95318249593646
360050332011,0.2844881161792726,4.596549081555928,4.753319622003285
360050335002,0.017129490513841,2.635586856086448,8.97048665319519
360050335003,0.1193585871759453,3.7525750531382585,15.36996420406446
360050337003,0.0598736033657164,2.783765852586855,7.946870543196267
360050348002,0.4231893598723962,1.2224705576956296,5.269104654791221
360050348003,0.5161493956157495,6.495920973803504,8.21179069627445
360050348004,0.5094934307326386,1.2760542341075478,6.744473840848591
360050360001,0.1261502570429751,2.51468635060526,5.616715923574909
360050360002,0.3569019410128717,1.2848614300964485,8.095100023791208
360050458002,0.3862132272019288,1.004208656565147,5.02946530061516
360050458003,0.1705506318156061,9.812911658718376,9.096513983185847
360050458004,0.544061004220217,1.2802354788355783,1.057119729028523
360050462013,0.1858060755224052,1.6381819620767644,9.036140943915552
360050462014,0.2662427674590579,1.0062282200668782,28.69389718712624
360050462015,0.0936092986719582,1.3734016424837523,7.617689750099415
360050462016,0.0629395020714331,1.0157539141817884,6.693497655143831
360050462017,0.0501914375307142,1.1421854445312647,10.21137556514772
360050462018,0.0986918064551367,1.085004119631385,13.198848291820708
360050462019,0.1356326489005188,1.1312815066026332,16.830624621116776
360050462023,0.2359237335367653,1.8205917842604575,4.97489592848009
360050462024,0.365705352400939,1.1874107095288764,6.955699802800439
360050462026,0.4171325930751526,1.294401974711454,6.875682522798896
360050484003,0.7547842985502335,1.8429170824789791,2.181304092591418
360050484004,0.3951090600113064,1.068218196153933,10.714184961635468
360050376001,0.4870256593280397,1.5393291942183254,6.980155541613911
360050028001,0.1141747550573887,1.7664287896172652,37.71969676074656
360050027012,0.0082576136556951,2.4850373469638924,22.47064959762783
360050041001,0.2002133742879532,1.1378040790969677,14.896673236831244
360050044004,0.2177940040917784,1.6606423877947485,17.314398408796876
360050043004,0.1703633955959048,1.427736306183931,31.516144400983404
360050119001,0.017244891722958,1.0255133344913077,37.244625985599015
360050184003,0.3763542748592491,1.4734242630886136,5.830336484963532
360050423003,0.3740983279184823,1.1260783313424128,8.230733440198197
360050228003,0.2958717601544253,14.59220019180939,3.833854890069233
360050133002,0.07814343852820482,4.755636049458819,34.85557324344491
360050372002,0.4658751314011832,1.0044890368205357,4.13945480692195
360050155001,0.049562310745029814,2.3267844302736904,7.548025291017197
360050372001,0.481899628745208,11.576594953313435,6.109205928240527
360050371002,0.09946351481759275,1.1554784018227535,23.01236987506153
360050157001,0.03539873578723485,2.201391561356315,13.125348768274453
360050369021,0.4067514266962108,1.3263051041141622,9.700439530897697
360050077001,0.27323880083610286,2.3814744896783564,11.750796821739796
360050516003,0.25149465082816813,2.298780120584346,34.04417177274807
360050020003,0.2504976345502503,1.676480674951776,9.059973229187808
360050023002,0.20272485569223697,1.5795977392356306,16.64832958585655
360050387002,0.06360549596607801,1.9369344822324805,15.281006893379201
360050249001,0.0728586760974187,17.684473883654864,39.964071173523095
360050151001,0.04957889839529561,1.4293833858772587,23.623368959700443
360050224011,0.450802384298315,1.0185301262035922,33.53695864466215
360050460001,0.44277143884180115,1.204808667839088,2.419790730208746
360050328002,0.21524001001567594,1.7166303195117525,12.8779378273607
360050279003,0.039973714190043586,2.5100332812592114,3.565685703372395
360050314001,0.2474013726530916,9.446021948384065,5.342697392389504
360050360003,0.26860205517811375,1.548936437800947,4.12128756135715
360050361002,0.03261254729740748,1.2928962070961656,25.07856439942934
360050361003,0.04266408068890437,1.5542779400037752,24.093682281824982
360050363005,0.14973210970830864,1.5125826846671515,6.848336018378749
360050363006,0.23320177596452274,1.7783037981243837,5.131669111582692
360050371003,0.03103734005385106,2.4930469725776447,36.545417433131995
360050375041,0.19315692349241698,2.2327825693208103,11.400490674012453
360050375042,0.2594495426291801,1.6408495994425039,23.91628632471361
360050375043,0.39095568208609977,1.8046049486630324,7.329097942029698
360050382002,0.40730389527055266,1.086453412105108,3.8203223417940837
360050383011,0.25819914461583415,1.4502481443546742,6.352668046069277
360050383012,0.5406015070911594,1.7835090187982292,9.207843833099801
360050383013,0.39667518455804396,1.5911679123247793,6.550400538663992
360050383021,0.14810997299144535,2.0945049361841246,7.894004290976564
360050389003,0.20778527411886294,2.720135749663271,25.553478496586006
360050395001,0.20456261392911324,1.79051794383401,38.92991255530358
360050395002,0.6095650352216013,33.42588278014446,22.335347058355246
360050395003,0.3356705163140765,1.4266403628608533,12.625035471267116
360050398002,0.6414245900816603,1.0894230531557225,2.9166088189816364
360050398003,0.498043279115704,5.264813200905687,12.103470367777575
360050405011,0.27526843580413873,39.95765865659764,10.124211922878573
360050338003,0.24347807781077468,1.1134562793468046,15.680816309585321
360050338004,0.293919015929626,1.1013381547265837,15.708113589641027
360050340004,0.010270072249119133,1.1431818663566702,31.73037552305701
360050342002,0.23128686518368813,1.2782310933357692,16.26886660094786
360050343002,0.07364977872964162,2.224681921263158,3.992856427710087
360050344002,0.37404884774932723,1.0555515463838532,15.298438766292879
360050345003,0.04569898539587813,3.335772558644237,7.931939502057671
360050351003,0.05466111186197464,3.8055653450391276,6.184271800515339
360050356002,0.2528651593855069,1.0106406593271515,4.4005050638833785
360050504000,no visitors,no visitors,no visitors
360050504001,0.010556220747779066,19.673146987259518,5.939278633431564
360050516000,0.45656885918082957,36.889467735576474,4.492294202929722
360050324002,0.3334930100492959,1.3470807095106596,6.617809516044927
360050248002,0.6092579964508,1.4804045345248948,4.7759548802236225
360050194001,0.31830211351397253,6.7875718684952595,39.11008635023262
360050235021,0.6234611282776885,1.0808855357472766,3.2343729713932703
360050115022,0.018474348411461117,2.459672140795915,39.61324830745739
360050127011,0.3790112572618093,2.0408745599490743,8.473521040863645
360050135003,0.03744621491981115,1.1662825386547824,33.716833084711624
360050160001,0.2593307709121818,1.1644152668145846,8.104551003270604
360050373002,0.03108056461227593,1.298147127502233,30.476383247572613
360050092003,0.08422213898991182,1.2015334701710287,10.90648679249985
360050048001,0.5320099583906859,1.5414847547913522,9.664873218388205
360050098004,0.04205824095490307,2.299463508014492,7.354797736488115
360050025002,0.05132525454670844,1.1136828478788408,15.2480387972255
360050043001,0.13262726402497294,1.0206583171518862,21.94030911194499
360050033002,0.0807565406121834,1.005202782575349,23.793909863982428
360050379001,0.432409337421476,1.92741660278989,6.947620179010839
360050166002,0.24443059109256282,2.380529761411246,3.3777716851193915
360050516002,0.1370445681373118,2.854052449179111,8.717907877292626
360050071001,0.01639202993726241,1.4095113492439282,23.256129208064408
360050425001,0.14726617427401167,1.6165913673836894,16.630946569789337
360050054001,0.3738855074874958,1.642252942458228,7.7256710596890485
360050131003,0.012758179852623286,1.3195314786598509,36.43381403229873
360050119002,0.11654295780975066,1.534642731915019,36.01029584762904
360050064001,0.24812417328572411,1.8356253168244834,9.267524221533133
360050087001,0.06795807247354113,1.548824343829537,15.428317592862586
360050363001,0.2625550169874328,1.0703695014711059,11.429476223309743
360050429022,0.2544716039430661,2.6385799771682814,29.139318513546336
360050083001,0.2344757688949788,2.211437113169751,7.0096723079453795
360050141001,0.4426661824274062,1.0228526551423158,5.986356771960704
360050323001,0.03733559227756633,4.672491928561261,24.79426858911131
360050318002,0.38472660594189834,39.79164349033567,15.618708773911965
360050421003,0.1403267581285541,1.178656439041676,16.977200582451704
360050215021,0.18787793062966485,30.73428482996658,22.84181309924007
360050237021,0.4575471192168268,2.0639679125341104,4.071547087999053
360050224043,0.8139488162092959,1.1016553132853333,38.830825845800916
360050229021,0.44413481040928016,1.5717081578431324,8.940483009089297
360050252001,0.5281508926451788,1.4031829008730938,3.6387940961736707
360050227011,0.21710300901065294,15.368993594575864,12.463505301900046
360050255002,0.12535955704055957,38.130355076328996,29.760631697085508
360050199005,0.3689769533060494,2.5827453557869404,9.926104606473295
360050025003,0.17094503556448415,2.368880552972918,9.90797461522187
360050256001,0.2178706243458246,1.107784715356459,10.313459244099406
360050153001,0.06664446189055218,1.1631371384443696,13.10350440700766
360050046001,0.31834505416997316,1.1092382980135795,9.321022752390189
360050067001,0.3483564997719454,1.8048128439539894,4.948715831520333
360050448001,0.12068284538327056,16.27518522567362,10.263693276821472
360050025004,0.18498240676477584,1.1375374832932934,9.739073941706557
360050201001,0.20522666253635402,1.7013613038831217,11.671490269258618
360050164001,0.302254879087163,1.348681454262099,7.562106332810721
360050254002,0.3495938500730664,1.0631957117752222,8.328100441731982
360050044001,0.372125334640923,1.2548433603090992,13.143363299024188
360050027011,0.028924125499221298,1.1037023879889043,12.320111336639847
360050289002,0.03138774075113149,1.927695219740201,6.554926519396212
360050145001,0.2081171444311264,1.0760977525472342,27.741911497992888
360050157002,0.09902001930151305,1.559533821444731,8.504179556944422
360050193003,0.032391903245694076,1.3389250666122605,37.649143535247575
360050025001,0.08540831429951379,1.7213717450934496,33.856238082853636
360050415003,0.032280576318623244,37.366016824448565,39.922488972151996
360050169001,0.3225171042936963,1.520732139396042,11.14806519135971
360050367001,0.3737601062291589,2.5377473600526628,12.54031204726925
360050421004,0.1482949555237072,2.465282383200803,12.6620639966396
360050358004,0.3773271564099727,1.1722705925353711,9.033011848472633
360050358005,0.26201781781467814,1.0138241219198325,9.394530523420105
360050358006,0.18152232525211798,5.154622466917367,3.253665494487141
360050358007,0.5976714106903753,1.5994773144852488,1.4165225867321345
360050361004,0.2279461434474781,1.1239333324418368,13.022390916561676
360050361005,0.22460033852542505,1.373749755775222,17.40449022818137
360050364002,0.500990418537479,1.0014399660308242,2.339128729108536
360050364003,0.6001779235560214,1.330386975867519,4.196971110641872
360050369022,0.34579585194251206,1.2164275428082476,6.718521130517614
360050370003,0.6655661069514529,1.9856196563792512,3.57433285187534
360050374003,0.3107449966863528,1.2231085416695464,4.5844425192580776
360050374004,0.32194129195601306,2.3033397170647003,4.604271552217439
360050376002,0.46289326619106774,27.409751612538656,4.234460565342509
360050378003,0.009033937152132854,2.1662819578005865,18.82573116559143
360050379004,0.3820994253333607,10.562235941668698,4.7206631661118
360050379005,0.39611180610305974,15.370309240666096,5.391888296471459
360050380003,0.08365638274577447,4.58224828980641,25.83018151984261
360050380004,0.07322239557292498,7.669503625827106,18.81683937718359
360050381004,0.382566593428907,22.436522892840934,5.6995694692429515
360050381005,0.687992102332598,1.0533244824319454,1.0686953881334453
360050381006,0.6248351983060882,1.1700775614269574,3.9974990524217997
360050383022,0.5624856888022037,1.8016971668611506,5.887537398274084
360050383023,0.4011522164218897,1.2798298469900642,10.605917494226327
360050386006,0.6022426639514258,1.5375991307284196,3.229211304647116
360050386007,0.5737581045150779,1.5397453927585092,4.080116018783057
360050386008,0.23453581628312825,3.6329148345386386,6.617380711839445
360050387003,0.04413382172169,2.20306396225099,12.822844128237165
360050389004,0.37288436487102095,1.8016705949694085,8.604650683895862
360050389005,0.22380275122481585,2.0517836137302385,18.457928784629843
360050391006,0.11636678374100007,1.051708127434455,19.450800519631382
360050392002,0.5078954305827861,1.2362861798706652,9.555101330308347
360050393004,0.23157405097513095,1.5915193709437716,14.151553503735544
360050393005,0.5117498988947046,27.88578660665047,39.918698259683566
360050301001,0.023326685509521994,1.6374938479236931,5.757104139654476
360050218004,0.3951936676175878,2.31054250118607,4.980310243558932
360050484001,0.18070897640646444,9.331532345208604,11.577859701617665
360050083003,0.37551791171958626,2.223340862868575,12.130791493843915
360050451011,0.6410543345114874,16.713753448395693,1.9667075336116326
360050161003,0.0033238375547811616,1.359533841791773,10.095860487733717
360050123003,0.18272110023703958,1.2518143963830077,9.869101997789796
360050386002,0.3202342981913787,13.29659029349366,7.063025809715256
360050365012,0.13692363628029813,1.0487896647830155,34.73274300778627
360050391002,0.3031084470112688,2.746444714744036,9.628060779010596
360050345002,0.04855602577048401,10.009818908164554,38.83332876459551
360050345001,0.02593468690849432,22.291914815900295,14.974177268542695
360050118002,0.100774742929024,23.799838042668856,38.810421511417196
360050302001,0.03952613517045667,1.6731447519470275,5.790054417612174
360050462022,0.15303300228068917,4.223248780034449,5.892031563161827
360050449021,0.5414772835910655,31.972773138003475,8.89767270648244
360050449022,0.17863254345679713,9.890931352950041,10.664379562891614
360050167002,0.27652478680188064,1.7839615866026577,12.920613109240982
360610010010,no visitors,no visitors,no visitors
360610010020,no visitors,no visitors,no visitors
360610010022,0.3153513930567714,1.465529955608659,12.477200268838441
360610010023,0.17410274254825397,1.193076318853143,13.074792467191479
360610014012,0.01480398360863866,1.7804095853738247,11.609476403945557
360610015010,0.8335359042446692,18.69832511762413,1.2834062119193277
360610015013,0.5327165349723004,1.3403560266469015,2.659741509365226
360610015020,no visitors,no visitors,no visitors
360610015023,no visitors,no visitors,no visitors
360610016004,0.13278836820154827,1.4674276411614433,15.757261393536432
360610016005,0.09261415081400093,1.6540407446448029,9.862055654504303
360610020002,0.48493951187059325,1.322761584088378,7.382203951390082
360610020003,0.4240719127297996,2.251500757592618,5.136154240407645
360610022013,0.0873958961349035,23.722246242310565,17.94002329394277
360610022014,0.06837793672624193,1.6786323977389088,13.964361039026187
360610024000,0.16336289093033673,3.4998755512683033,12.10891516946051
360610025000,no visitors,no visitors,no visitors
360610025002,0.8897300807241849,1.00984103604155,5.208109015564453
360610025003,0.40320842553159075,1.6584176186778379,3.244145425506261
360610028001,0.0423715847645445,1.3533867130480814,16.449630424990964
360610028002,0.07015375177205774,1.2564751351409598,12.786351794680499
360610032001,0.08802859906067528,2.741522679834503,10.293255323215478
360610032004,0.3313628206733126,3.379462934409144,37.090514701500936
360610032005,0.4894815462592128,1.140574595475271,10.503294340503132
360610032006,0.1678827104519841,22.511965062446283,39.473791824276205
360610037000,no visitors,no visitors,no visitors
360610038004,0.3496401471436915,33.97681249815224,4.758177316373562
360610038005,0.03165276436662978,1.449281271333703,17.04334498972032
360610038006,0.05195682784024325,2.2515541154245255,20.985029312631944
360610038007,0.038208928314443,2.076101440502587,10.133274240065447
360610039000,no visitors,no visitors,no visitors
360610039003,0.012338362329463393,1.5314784503417371,12.113434786618363
360610040004,0.11198291758387513,2.017216191701749,14.512542144930347
360610040005,0.05670460616353146,1.8284300450811486,10.746017261664978
360610044000,no visitors,no visitors,no visitors
360610044001,0.13285674518996737,1.4142953312069366,33.224619376479666
360610044002,0.09967426071996566,1.1655749812368135,34.15425744314738
360610044003,0.048259062293233845,1.3353035306435679,26.61006199691689
360610044004,0.0457066767674994,1.1391360578681482,34.30773492801393
360610044006,0.006134984971470359,1.104437525482648,28.78742374877171
360610044007,0.015678256768769883,1.037049033275595,24.669934525934778
360610044008,0.10841133667807967,1.0115304406408967,27.111044006312078
360610048001,0.4031030212646475,1.560679797230371,2.1751253218767252
360610048002,0.2621557909926079,1.9520057520625276,14.633971138451507
360610048004,0.10713283848977062,1.314428213014911,23.68157373755706
360610050003,0.3556462143063619,2.8381719742446765,5.652318530044269
360610050004,0.2800898560610484,9.017072308522183,38.61258005367682
360610050005,0.1825628638368717,2.1640706280732047,8.513422373414501
360610054003,0.2539257590724949,1.7363474476333352,34.368441065798436
360610056003,0.31747621837492246,2.763240558543089,6.673438478181027
360610059002,0.15625595436453377,1.82647090024156,28.995219900357853
360610059004,0.038638804831051754,1.3894768618262618,19.035917623924494
360610059005,0.020364084915384217,1.1790217626698791,18.505953698989984
360610060000,no visitors,no visitors,no visitors
360610060002,0.3320456997877942,23.05920597776771,39.87736034634193
360610060003,0.09630418405795826,13.389237469607554,39.95336803042353
360610061002,0.0652929804839264,1.6017140225520166,10.114839273213729
360610061003,0.055038028161037866,1.9886321557145266,15.9187254693913
360610062000,no visitors,no visitors,no visitors
360610063004,0.15722873383585323,2.339332318059263,32.985827349589925
360610064005,0.4993208023945207,3.5338657641675404,3.8706378025122294
360610064006,0.28227077485274876,12.67507301639496,20.991453845196457
360610066004,0.36804436341640423,15.656533495698458,3.81979056750129
360610066005,0.3486086912792232,2.8165089607532336,4.654130854147141
360610066006,0.3009395333209012,1.2361328505945437,7.284879206623103
360610066007,0.09895518657569469,1.3544374916630773,9.36167527012525
360610066008,0.016959837281159795,34.30882454093316,25.474462119102903
360610066009,0.0016934209994693417,1.2217643650373964,39.53295079411209
360610068002,0.39820310999474906,1.935685967220536,2.398565668260815
360610068004,0.31604977068510887,2.6117914482271125,3.7985326363935528
360610068005,0.8053615716960252,1.356325804357394,2.648127580268273
360610068006,0.2875367585274273,1.4495823144012974,4.2781751934411325
360610069000,no visitors,no visitors,no visitors
360610070004,0.26495385422942985,1.4002202604442218,10.634069120124124
360610070005,0.33642135793358163,1.9612192511891244,4.037672930045137
360610070006,0.19996037560227287,1.1185408223694324,7.915789253729419
360610071002,0.5865912945802908,2.8060789799209047,3.0686671014728404
360610072002,0.2933198298575532,1.8132424406963707,4.458967533414267
360610072005,0.3055753600700837,2.1464519395668673,4.822737102866054
360610072006,0.3350003114347013,1.1812689658313573,3.8416714478128036
360610072007,0.5144648809095143,2.9407988183324463,2.9041669729611925
360610073001,0.38594784580493835,3.175845837549911,3.5263360492596263
360610074002,0.28733709993915846,1.463148027810501,8.128428838682112
360610075000,no visitors,no visitors,no visitors
360610075001,0.3719343830905979,1.3125163933637447,2.2006622987383695
360610077005,0.31354133314891386,7.26204006779689,32.43131391376107
360610078003,0.5475940723768925,2.577029088048133,8.348930560108236
360610078004,0.31843825893834776,4.718098490152359,20.48017857472459
360610078005,0.3500152505534052,3.412924328520509,7.0974679837994366
360610078006,0.2535317066593227,2.6177178184701244,6.779310462215253
360610078007,0.393882256322569,1.6729556349231038,2.4309337693245285
360610079000,no visitors,no visitors,no visitors
360470234002,0.05712646462788473,4.851350542600917,4.622710676959327
360470234001,0.02653883202746421,2.509546290651919,6.583247680001165
360470235001,0.21891168929732885,13.028995802280546,39.887178316700954
360470236001,0.21081032189120785,15.41182563826019,27.024448887673728
360470236003,0.25480080167148345,30.278679445374905,10.828461161841448
360470236004,0.23544227700094433,12.285554931465944,8.141119763165404
360470236002,0.2933281852047601,10.779666925787135,3.480978671082103
360470238001,0.08677077284679191,25.17601313273332,35.54254557230021
360470238003,0.024504962713612355,3.8739166248474675,7.816391753863499
360470238002,0.03406166513004971,11.779982993878622,33.99155689935276
360470240001,0.17957975082109057,21.121430435299494,4.808201800529943
360470240003,0.15535779587998422,4.193064045527545,3.0401129766021926
360470174001,0.20167160697693665,3.695822405777079,3.306533710104831
360470175001,0.1687510692121228,38.07879396218703,2.990024845613579
360470176002,0.04580673335384011,1.3252694031201884,8.888233685296454
360470176001,0.10614626687731032,2.4720501965134503,4.636965760218288
360470177001,0.5309046439555827,2.726864055329756,1.944868511365513
360470178001,0.10098330280496015,2.1395321984920086,3.748464695663806
360470178002,0.12044886081056505,2.4266618706298453,2.921302529789214
360470179001,0.40740772731930397,2.3077096622881186,11.29675949621873
360470179003,0.368735984592806,2.325193238635645,11.458071255562471
360470179002,0.13610578717439648,26.321698221007587,9.090851948738656
360470180001,0.185861047452185,4.591497064254929,3.1512062712435447
360470180002,0.14756078609324008,3.589254055385169,2.068490669846052
360470181004,0.16880053719146615,2.9420721067154343,9.129011909746737
360470182001,0.2013836689456937,15.370586704189138,5.961364401828314
360470182002,0.26446617905231484,1.181137198372113,3.4853457138212596
360470183003,0.5946266909547677,1.2047897742969411,4.959868404588019
360470183001,0.19420210375474867,2.093590274807153,26.11580279999231
360470359003,0.5260766087712356,1.1377244129182884,18.22092151239491
360470359001,0.35243998649201425,8.341304091048638,16.467111023265698
360470359002,0.6393673584511982,1.2319329823901484,9.946672000896534
360470360012,0.2613575372527196,4.2437650873889385,4.228639072986198
360470360021,0.1473640638891408,3.916677145563005,3.2980981225369295
360470360022,0.21018660038057402,4.174302800148027,3.260442481695491
360470361003,0.7484556005427911,1.2125297054391373,3.0606919473061516
